Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2021,MA,Massachusetts,Dukes,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,19.8,,,15.6,24.3,21097,25007,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,7.8,,,6.5,9.2,128657,25003,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Franklin,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,86.4,,,83.5,89.0,71015,25011,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Hampden,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,71.4,,,67.4,75.4,462718,25013,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Norfolk,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.8,,,11.9,15.9,724505,25021,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Hampden,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.0,,,12.8,17.5,462718,25013,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Nantucket,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.6,,,11.6,15.8,14491,25019,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Bristol,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.1,,,25.8,34.7,580164,25005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,11.6,,,9.6,13.8,161572,25015,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-72.6636936 42.3394593)
2020,MA,Massachusetts,Norfolk,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,80.7,,,78.5,82.7,724505,25021,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,25.8,,,23.3,28.4,1614742,25017,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Barnstable,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,86.6,,,83.7,89.2,232411,25001,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Norfolk,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.2,,,1.9,2.5,724505,25021,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-71.1811102 42.1717377)
2020,MA,Massachusetts,Berkshire,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,76.0,,,72.1,79.6,128657,25003,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,12.7,,,10.2,15.5,771245,25025,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Suffolk,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,6.5,,,4.9,8.0,771245,25025,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Hampden,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,5.8,,,5.0,6.7,462718,25013,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Dukes,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,56.1,,,50.8,61.2,21097,25007,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,9.4,,,7.1,12.0,1614742,25017,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.8,,,9.6,12.2,232411,25001,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Hampden,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,18.7,,,16.6,21.1,462718,25013,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Hampshire,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.1,,,14.6,20.5,161572,25015,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Barnstable,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,4.8,6.4,232411,25001,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-70.1648227 41.7061233)
2020,MA,Massachusetts,Hampden,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,75.5,,,73.1,78.0,462718,25013,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-72.6356476 42.1361975)
2020,MA,Massachusetts,Middlesex,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,6.8,,,3.9,10.8,1614742,25017,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Hampden,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,16.2,,,13.8,18.9,462718,25013,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Bristol,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.3,,,3.7,5.1,580164,25005,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Plymouth,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,11.5,,,9.5,13.7,533003,25023,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Worcester,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.9,,,13.9,18.0,862029,25027,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,12.4,,,10.0,15.3,771245,25025,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Barnstable,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.2,,,2.6,3.9,232411,25001,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.8,,,8.3,11.6,128657,25003,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Dukes,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.3,,,8.6,12.1,21097,25007,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Norfolk,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.2,,,16.5,22.1,724505,25021,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Bristol,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8.0,,,6.5,9.6,580164,25005,HLTHOUT,COPD,CrdPrv,COPD,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Bristol,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,31.2,,,27.2,35.4,580164,25005,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Franklin,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,28.9,,,24.6,33.2,71015,25011,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-72.5917921 42.5845038)
2020,MA,Massachusetts,Nantucket,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,42.0,,,34.2,49.6,14491,25019,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Plymouth,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,9.5,,,7.8,11.2,533003,25023,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,26.9,,,23.4,30.5,128657,25003,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Essex,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.3,,,2.8,3.9,807074,25009,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-70.8649085 42.6427082)
2020,MA,Massachusetts,Norfolk,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,43.5,,,36.6,49.6,724505,25021,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Norfolk,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,54.9,,,50.4,59.6,724505,25021,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Dukes,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.3,,,2.8,3.9,21097,25007,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Barnstable,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.0,,,17.7,24.5,232411,25001,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Bristol,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,14.1,,,11.9,16.6,580164,25005,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,8.1,,,6.9,9.4,1614742,25017,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,7.7,,,6.7,8.9,1614742,25017,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-71.3949161 42.4817182)
2020,MA,Massachusetts,Hampden,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,73.7,,,71.1,76.4,462718,25013,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Hampden,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.2,,,31.9,38.8,462718,25013,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-72.6356476 42.1361975)
2021,MA,Massachusetts,Plymouth,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.1,,,2.5,3.6,533003,25023,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-70.7419417 41.9871959)
2020,MA,Massachusetts,Worcester,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,72.6,,,69.2,75.6,862029,25027,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-71.940282 42.3116934)
2020,MA,Massachusetts,Essex,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,39.8,,,33.1,46.3,807074,25009,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Plymouth,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.4,,,2.1,2.8,533003,25023,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Nantucket,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.5,,,2.2,2.9,14491,25019,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-70.1021635 41.2933918)
2020,MA,Massachusetts,Worcester,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,33.1,,,31.6,34.5,862029,25027,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Bristol,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,87.1,,,84.5,89.3,580164,25005,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-71.088894 41.7485884)
2021,MA,Massachusetts,Middlesex,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.2,,,3.6,4.8,1614742,25017,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-71.3949161 42.4817182)
2021,MA,Massachusetts,Plymouth,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,22.3,,,18.9,25.9,533003,25023,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Norfolk,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,72.7,,,68.9,76.5,724505,25021,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Hampshire,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,24.8,,,21.0,29.2,161572,25015,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Franklin,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12.3,,,10.1,14.6,71015,25011,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-72.5917921 42.5845038)
2021,MA,Massachusetts,Franklin,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,24.2,,,20.0,28.5,71015,25011,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-72.5917921 42.5845038)
2020,MA,Massachusetts,Worcester,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,85.0,,,83.0,87.0,862029,25027,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Dukes,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,23.6,,,19.5,27.9,21097,25007,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Suffolk,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,12.3,,,10.7,14.2,771245,25025,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Barnstable,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,3.5,,,2.6,4.8,232411,25001,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-70.1648227 41.7061233)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.1,,,12.1,16.3,771245,25025,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Essex,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,23.3,,,19.7,27.2,807074,25009,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-70.8649085 42.6427082)
2020,MA,Massachusetts,Dukes,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,74.3,,,70.8,77.7,21097,25007,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Norfolk,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.5,,,2.2,2.9,724505,25021,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-71.1811102 42.1717377)
2021,MA,Massachusetts,Nantucket,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.1,,,4.4,5.9,14491,25019,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-70.1021635 41.2933918)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,12.5,,,10.2,15.1,128657,25003,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Hampshire,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,71.2,,,67.0,76.1,161572,25015,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-72.6636936 42.3394593)
2021,MA,Massachusetts,Dukes,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.4,,,11.5,15.7,21097,25007,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-70.7014995 41.3809696)
2021,MA,Massachusetts,Nantucket,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.7,7.0,14491,25019,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-70.1021635 41.2933918)
2020,MA,Massachusetts,Plymouth,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,59.3,,,51.1,66.5,533003,25023,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-70.7419417 41.9871959)
2021,MA,Massachusetts,Essex,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,12.4,,,9.7,15.3,807074,25009,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-70.8649085 42.6427082)
2021,MA,Massachusetts,Berkshire,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.8,,,6.3,9.7,128657,25003,HLTHOUT,COPD,CrdPrv,COPD,POINT (-73.2179276 42.371493)
2020,MA,Massachusetts,Berkshire,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,48.0,,,39.4,56.2,128657,25003,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-73.2179276 42.371493)
2021,MA,Massachusetts,Suffolk,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.7,,,15.4,20.2,771245,25025,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-71.018253 42.3385513)
2021,MA,Massachusetts,Worcester,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,5.0,,,3.8,6.4,862029,25027,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Worcester,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.8,,,85.4,89.8,862029,25027,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Worcester,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.7,,,5.0,6.5,862029,25027,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-71.940282 42.3116934)
2021,MA,Massachusetts,Hampden,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.8,,,31.1,40.7,462718,25013,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.6356476 42.1361975)
